OrderNumber,OrderDate,ShipDate,CustomerID,EmployeeID,OrderTotal
499,11/12/2017,15/12/2017,1016,704,"16,909.14"
500,11/12/2017,11/12/2017,1007,705,"3,037.00"
501,12/12/2017,15/12/2017,1001,702,548.95
502,12/12/2017,15/12/2017,1025,707,"10,964.75"
503,12/12/2017,14/12/2017,1026,706,"3,638.05"
504,12/12/2017,15/12/2017,1004,707,189.00
505,12/12/2017,16/12/2017,1006,707,"7,268.98"
506,12/12/2017,14/12/2017,1016,704,"6,195.00"
507,12/12/2017,12/12/2017,1017,705,"1,252.71"
508,12/12/2017,15/12/2017,1012,704,"16,688.85"
509,13/12/2017,14/12/2017,1010,701,"6,058.15"
510,13/12/2017,14/12/2017,1015,703,973.90
511,13/12/2017,13/12/2017,1026,706,"9,576.65"
512,13/12/2017,15/12/2017,1027,708,291.00
513,13/12/2017,16/12/2017,1012,707,"9,682.48"
514,13/12/2017,15/12/2017,1025,705,"8,441.25"
515,13/12/2017,16/12/2017,1003,705,"1,191.00"
516,13/12/2017,17/12/2017,1021,703,"3,845.58"
517,14/12/2017,16/12/2017,1007,706,"1,210.41"
518,14/12/2017,15/12/2017,1007,704,194.05
519,14/12/2017,16/12/2017,1018,701,424.33
520,14/12/2017,18/12/2017,1027,704,"2,949.88"
521,14/12/2017,18/12/2017,1009,708,"2,466.00"
522,14/12/2017,18/12/2017,1009,708,4.99
523,15/12/2017,17/12/2017,1003,704,0.00
524,16/12/2017,20/12/2017,1002,701,136.00
525,16/12/2017,19/12/2017,1019,705,560.04
526,16/12/2017,19/12/2017,1011,705,228.05
527,16/12/2017,20/12/2017,1009,707,49.00
528,17/12/2017,18/12/2017,1026,701,"5,646.00"
529,17/12/2017,19/12/2017,1013,703,"7,951.30"
530,17/12/2017,19/12/2017,1009,701,"14,227.36"
531,17/12/2017,17/12/2017,1012,707,"5,428.30"
532,18/12/2017,19/12/2017,1027,706,"7,190.05"
533,18/12/2017,21/12/2017,1017,702,"15,235.23"
534,18/12/2017,18/12/2017,1017,706,570.90
535,18/12/2017,19/12/2017,1020,703,"6,234.63"
536,18/12/2017,21/12/2017,1020,702,"1,719.87"
537,18/12/2017,21/12/2017,1003,703,"1,004.05"
538,19/12/2017,20/12/2017,1008,703,"9,710.88"
539,20/12/2017,24/12/2017,1008,701,"9,069.75"
540,20/12/2017,24/12/2017,1007,707,"7,422.50"
541,21/12/2017,23/12/2017,1006,701,"17,369.98"
542,22/12/2017,25/12/2017,1008,704,"3,897.90"
543,22/12/2017,25/12/2017,1005,707,334.65
544,22/12/2017,22/12/2017,1009,704,"7,996.25"
545,22/12/2017,26/12/2017,1010,707,"10,489.65"
546,22/12/2017,22/12/2017,1013,702,407.25
547,22/12/2017,22/12/2017,1011,708,"2,271.25"
548,22/12/2017,24/12/2017,1004,707,"6,109.40"
549,22/12/2017,22/12/2017,1024,703,140.65
550,23/12/2017,25/12/2017,1003,706,797.00
551,24/12/2017,28/12/2017,1010,705,"1,696.03"
552,24/12/2017,27/12/2017,1023,705,"17,551.20"
553,24/12/2017,28/12/2017,1002,705,"6,317.00"
554,24/12/2017,25/12/2017,1002,701,"6,872.20"
555,24/12/2017,27/12/2017,1003,703,"1,658.25"
556,24/12/2017,28/12/2017,1019,701,"6,504.03"
557,24/12/2017,24/12/2017,1026,702,"8,430.09"
558,25/12/2017,26/12/2017,1009,708,"10,842.85"
559,25/12/2017,27/12/2017,1011,706,"5,559.78"
560,25/12/2017,29/12/2017,1016,707,"6,769.96"
561,25/12/2017,28/12/2017,1025,704,"3,600.00"
562,25/12/2017,28/12/2017,1006,705,147.00
563,25/12/2017,26/12/2017,1020,704,"4,783.50"
564,25/12/2017,27/12/2017,1001,706,214.00
565,26/12/2017,28/12/2017,1014,705,"2,429.00"
566,26/12/2017,27/12/2017,1007,706,985.21
567,26/12/2017,28/12/2017,1001,703,882.50
568,26/12/2017,27/12/2017,1024,704,197.88
569,26/12/2017,28/12/2017,1004,707,"6,354.50"
570,26/12/2017,30/12/2017,1022,707,742.19
571,27/12/2017,30/01/2018,1019,704,"2,423.80"
572,27/12/2017,27/12/2017,1003,703,"1,397.36"
573,27/12/2017,29/12/2017,1019,701,"10,102.95"
574,27/12/2017,27/12/2017,1003,704,160.05
575,27/12/2017,31/12/2017,1027,707,"12,368.54"
576,28/12/2017,28/12/2017,1005,705,56.00
577,28/12/2017,28/12/2017,1014,706,678.25
578,28/12/2017,29/12/2017,1026,708,"1,861.62"
579,28/12/2017,01/01/2018,1012,707,"15,391.00"
580,28/12/2017,28/12/2017,1011,705,"1,112.50"
581,29/12/2017,29/12/2017,1003,704,"1,268.98"
582,29/12/2017,01/01/2018,1004,703,"3,727.95"
583,29/12/2017,29/12/2017,1003,702,"1,345.22"
584,30/12/2017,01/01/2018,1004,707,"5,508.48"
585,30/12/2017,30/12/2017,1009,704,"1,865.04"
586,30/12/2017,31/12/2017,1023,707,"1,270.00"
587,30/12/2017,03/01/2018,1001,701,264.00
588,30/12/2017,30/12/2017,1003,701,"1,271.13"
589,30/12/2017,30/12/2017,1013,708,"1,169.82"
590,30/12/2017,03/01/2018,1018,708,"16,509.10"
591,31/12/2017,03/01/2018,1023,702,"2,991.50"
592,31/12/2017,02/01/2018,1005,707,"14,408.50"
593,31/12/2017,03/01/2018,1026,701,270.00
594,31/12/2017,31/12/2017,1017,706,"6,142.35"
595,01/01/2018,04/01/2018,1015,703,273.54
596,01/01/2018,05/01/2018,1001,702,"1,793.45"
597,01/01/2018,01/01/2018,1006,707,"18,502.66"
598,01/01/2018,02/01/2018,1013,701,"7,688.40"
599,02/01/2018,02/01/2018,1011,703,"5,367.00"
600,02/01/2018,06/01/2018,1006,704,"7,952.14"
601,02/01/2018,03/01/2018,1011,706,136.80
602,02/01/2018,06/01/2018,1025,708,"8,002.50"
603,02/01/2018,04/01/2018,1015,707,"1,168.83"
604,02/01/2018,03/01/2018,1006,702,"7,287.90"
605,02/01/2018,03/01/2018,1020,701,"7,739.15"
606,03/01/2018,04/01/2018,1007,702,"7,855.50"
607,03/01/2018,06/01/2018,1012,704,"7,062.00"
608,03/01/2018,07/01/2018,1001,706,633.05
609,03/01/2018,07/01/2018,1017,705,"5,036.65"
610,03/01/2018,03/01/2018,1020,704,"14,975.45"
611,03/01/2018,05/01/2018,1005,706,"6,176.98"
612,03/01/2018,04/01/2018,1005,705,"6,286.14"
613,04/01/2018,06/01/2018,1015,706,110.00
614,05/01/2018,06/01/2018,1004,704,"2,774.10"
615,06/01/2018,07/01/2018,1027,707,"9,788.00"
616,06/01/2018,07/01/2018,1022,705,856.00
617,06/01/2018,06/01/2018,1012,702,"11,589.00"
618,06/01/2018,10/01/2018,1026,707,"12,288.75"
619,06/01/2018,07/01/2018,1008,707,225.00
620,06/01/2018,08/01/2018,1023,702,"8,927.12"
621,06/01/2018,09/01/2018,1007,707,135.00
622,07/01/2018,07/01/2018,1002,707,"6,984.24"
623,07/01/2018,09/01/2018,1007,708,259.50
624,07/01/2018,10/01/2018,1014,701,538.00
625,07/01/2018,09/01/2018,1006,708,"7,205.33"
626,07/01/2018,11/01/2018,1023,702,"6,612.00"
627,07/01/2018,09/01/2018,1027,705,"1,308.00"
628,07/01/2018,08/01/2018,1026,704,"1,047.60"
629,08/01/2018,12/01/2018,1014,704,0.00
630,08/01/2018,10/01/2018,1026,702,"13,851.14"
631,08/01/2018,08/01/2018,1012,707,"5,863.83"
632,08/01/2018,12/01/2018,1001,706,0.00
633,08/01/2018,10/01/2018,1021,705,"4,989.15"
634,08/01/2018,12/01/2018,1002,703,"3,591.33"
635,08/01/2018,11/01/2018,1002,703,"1,970.00"
636,08/01/2018,11/01/2018,1002,703,"10,146.71"
637,08/01/2018,11/01/2018,1008,702,"17,024.25"
638,08/01/2018,10/01/2018,1003,705,340.65
639,09/01/2018,11/01/2018,1019,705,"8,523.60"
640,09/01/2018,12/01/2018,1008,706,"1,529.95"
641,09/01/2018,12/01/2018,1012,701,"10,991.00"
642,09/01/2018,11/01/2018,1012,708,"2,990.00"
643,09/01/2018,12/01/2018,1011,701,"5,588.31"
644,09/01/2018,10/01/2018,1021,706,431.88
645,09/01/2018,13/01/2018,1024,703,339.60
646,09/01/2018,10/01/2018,1017,705,664.00
647,10/01/2018,14/01/2018,1014,703,161.50
648,10/01/2018,11/01/2018,1015,701,132.00
649,10/01/2018,14/01/2018,1001,707,686.76
650,10/01/2018,10/01/2018,1005,706,"6,662.10"
651,10/01/2018,13/01/2018,1025,704,"3,601.50"
652,11/01/2018,11/01/2018,1024,701,"2,020.60"
653,11/01/2018,14/01/2018,1015,701,373.45
654,11/01/2018,15/01/2018,1024,704,"10,560.78"
655,11/01/2018,15/01/2018,1007,701,"7,215.50"
656,11/01/2018,11/01/2018,1024,707,609.65
657,11/01/2018,14/01/2018,1001,706,773.00
658,11/01/2018,11/01/2018,1010,701,"5,801.00"
659,11/01/2018,13/01/2018,1023,705,"2,851.05"
660,12/01/2018,15/01/2018,1027,702,"2,937.55"
661,12/01/2018,16/01/2018,1011,706,"5,453.20"
662,12/01/2018,14/01/2018,1006,706,"6,383.40"
663,12/01/2018,15/01/2018,1025,707,"5,242.00"
664,12/01/2018,12/01/2018,1015,707,276.00
665,12/01/2018,12/01/2018,1020,704,"8,042.00"
666,12/01/2018,14/01/2018,1012,707,"5,564.00"
667,12/01/2018,15/01/2018,1009,708,"1,360.63"
668,12/01/2018,15/01/2018,1018,708,"7,313.40"
669,12/01/2018,15/01/2018,1017,708,"7,919.00"
670,13/01/2018,17/01/2018,1021,701,"1,593.25"
671,13/01/2018,13/01/2018,1008,707,"14,898.15"
672,13/01/2018,16/01/2018,1005,707,"6,834.98"
673,13/01/2018,13/01/2018,1026,708,"3,508.49"
674,13/01/2018,13/01/2018,1016,705,"2,618.25"
675,13/01/2018,14/01/2018,1016,702,"6,602.25"
676,13/01/2018,16/01/2018,1002,701,"6,253.90"
677,14/01/2018,17/01/2018,1005,708,"5,893.45"
678,14/01/2018,17/01/2018,1013,704,"7,207.75"
679,14/01/2018,15/01/2018,1026,707,"15,778.29"
680,14/01/2018,17/01/2018,1013,703,"1,716.80"
681,14/01/2018,15/01/2018,1015,702,"1,409.25"
682,14/01/2018,16/01/2018,1018,704,"7,312.50"
683,14/01/2018,14/01/2018,1018,702,375.00
684,15/01/2018,18/01/2018,1027,708,"13,458.20"
685,15/01/2018,16/01/2018,1005,704,"15,372.80"
686,15/01/2018,19/01/2018,1026,701,"7,311.00"
687,15/01/2018,17/01/2018,1021,705,"5,490.00"
688,15/01/2018,19/01/2018,1002,702,"6,739.79"
689,15/01/2018,16/01/2018,1015,705,0.00
690,15/01/2018,15/01/2018,1016,702,"6,582.00"
691,15/01/2018,19/01/2018,1004,707,"14,516.47"
692,16/01/2018,19/01/2018,1019,701,296.90
693,16/01/2018,19/01/2018,1002,705,"9,937.00"
694,16/01/2018,17/01/2018,1019,708,"2,457.50"
695,16/01/2018,18/01/2018,1010,708,"7,122.00"
696,16/01/2018,17/01/2018,1002,708,"15,105.78"
697,16/01/2018,16/01/2018,1005,704,"3,687.00"
698,17/01/2018,18/01/2018,1022,705,"1,279.98"
699,18/01/2018,19/01/2018,1013,701,503.95
700,18/01/2018,18/01/2018,1013,707,"3,658.00"
701,18/01/2018,20/01/2018,1001,707,917.85
702,18/01/2018,21/01/2018,1020,704,"6,966.96"
703,18/01/2018,20/01/2018,1007,704,570.00
704,18/01/2018,22/01/2018,1024,704,"1,466.75"
705,18/01/2018,21/01/2018,1015,706,650.10
706,18/01/2018,18/01/2018,1016,703,"2,326.68"
707,18/01/2018,19/01/2018,1002,707,556.00
708,19/01/2018,22/01/2018,1009,708,"4,828.70"
709,19/01/2018,19/01/2018,1018,702,"1,633.05"
710,20/01/2018,22/01/2018,1007,702,"7,317.00"
711,20/01/2018,22/01/2018,1019,704,"6,070.30"
712,20/01/2018,23/01/2018,1024,705,"4,244.90"
713,20/01/2018,24/01/2018,1007,701,808.98
714,20/01/2018,24/01/2018,1019,707,"12,895.04"
715,20/01/2018,24/01/2018,1020,707,"3,330.33"
716,21/01/2018,25/01/2018,1016,701,846.00
717,21/01/2018,21/01/2018,1008,701,"4,689.65"
718,21/01/2018,22/01/2018,1010,705,976.95
719,21/01/2018,24/01/2018,1027,703,"1,833.24"
720,22/01/2018,26/01/2018,1010,707,836.22
721,22/01/2018,23/01/2018,1015,705,"1,755.60"
722,22/01/2018,23/01/2018,1006,703,"13,914.65"
723,22/01/2018,25/01/2018,1001,707,"1,276.10"
724,23/01/2018,23/01/2018,1017,704,"5,397.00"
725,23/01/2018,25/01/2018,1009,702,"6,086.75"
726,23/01/2018,27/01/2018,1015,703,"1,123.97"
727,23/01/2018,24/01/2018,1017,706,"8,463.64"
728,23/01/2018,25/01/2018,1008,706,220.00
729,23/01/2018,25/01/2018,1021,704,"8,022.75"
730,23/01/2018,25/01/2018,1023,706,"5,377.95"
731,23/01/2018,27/01/2018,1014,702,"7,145.50"
732,24/01/2018,26/01/2018,1001,707,933.00
733,24/01/2018,25/01/2018,1011,706,"1,070.80"
734,25/01/2018,27/01/2018,1016,706,"4,800.00"
735,25/01/2018,25/01/2018,1027,708,"3,625.50"
736,25/01/2018,29/01/2018,1003,708,"1,274.55"
737,25/01/2018,28/01/2018,1020,708,261.90
738,25/01/2018,27/01/2018,1017,704,"12,380.14"
739,25/01/2018,26/01/2018,1022,703,606.25
740,26/01/2018,27/01/2018,1011,708,"17,533.90"
741,26/01/2018,26/01/2018,1024,707,"8,267.70"
742,26/01/2018,29/01/2018,1013,706,"1,591.82"
743,26/01/2018,28/01/2018,1008,708,"12,275.50"
744,26/01/2018,29/01/2018,1027,703,"15,390.50"
745,26/01/2018,30/01/2018,1027,706,"11,156.88"
746,26/01/2018,30/01/2018,1013,702,"5,496.92"
747,26/01/2018,29/01/2018,1016,703,"8,395.15"
748,26/01/2018,29/01/2018,1021,703,"1,663.62"
749,26/01/2018,30/01/2018,1021,702,200.00
750,27/01/2018,31/01/2018,1018,708,"3,640.11"
751,27/01/2018,31/01/2018,1025,707,"7,610.25"
752,28/01/2018,01/02/2018,1005,702,"8,002.50"
753,28/01/2018,30/01/2018,1013,701,0.00
754,28/01/2018,01/02/2018,1014,708,498.00
755,29/01/2018,01/02/2018,1010,708,"6,820.10"
756,29/01/2018,29/01/2018,1005,706,"1,800.00"
757,29/01/2018,31/01/2018,1014,702,"13,619.80"
758,29/01/2018,31/01/2018,1020,708,168.78
759,29/01/2018,29/01/2018,1016,703,467.14
760,29/01/2018,01/02/2018,1014,707,"11,683.90"
761,30/01/2018,31/01/2018,1016,708,"2,989.63"
762,30/01/2018,03/02/2018,1013,705,"19,689.30"
763,30/01/2018,02/02/2018,1009,701,"3,765.00"
764,30/01/2018,30/01/2018,1003,702,403.35
765,30/01/2018,01/02/2018,1016,703,"5,465.05"
766,30/01/2018,31/01/2018,1026,707,"5,985.00"
767,31/01/2018,01/02/2018,1017,706,"6,173.15"
768,31/01/2018,04/02/2018,1003,706,135.00
769,31/01/2018,02/02/2018,1020,705,"17,759.66"
770,31/01/2018,31/01/2018,1019,702,144.00
771,31/01/2018,02/02/2018,1017,707,"7,022.00"
772,31/01/2018,01/02/2018,1024,704,"11,468.00"
773,31/01/2018,03/02/2018,1019,705,401.58
774,01/02/2018,03/02/2018,1013,704,"2,891.00"
775,01/02/2018,01/02/2018,1010,704,813.74
776,01/02/2018,01/02/2018,1006,708,"15,371.50"
777,01/02/2018,03/02/2018,1026,708,"2,019.00"
778,01/02/2018,01/02/2018,1025,707,"1,314.18"
779,01/02/2018,01/02/2018,1004,705,"1,388.75"
780,01/02/2018,01/02/2018,1003,701,"2,008.69"
781,01/02/2018,05/02/2018,1021,704,"4,994.30"
782,01/02/2018,04/02/2018,1016,702,848.75
783,01/02/2018,05/02/2018,1013,704,"7,058.67"
784,02/02/2018,05/02/2018,1018,707,"6,545.80"
785,02/02/2018,06/02/2018,1027,706,"7,660.80"
786,02/02/2018,02/02/2018,1015,704,"1,216.00"
787,02/02/2018,04/02/2018,1009,707,"13,876.70"
788,02/02/2018,02/02/2018,1026,704,"4,332.00"
789,02/02/2018,06/02/2018,1021,707,"4,951.98"
790,02/02/2018,02/02/2018,1004,707,"6,214.54"
791,02/02/2018,03/02/2018,1017,706,"3,934.50"
792,03/02/2018,06/02/2018,1027,707,"5,026.98"
793,03/02/2018,04/02/2018,1026,706,619.70
794,03/02/2018,05/02/2018,1016,703,"6,845.00"
795,04/02/2018,06/02/2018,1024,707,"1,754.98"
796,04/02/2018,09/03/2018,1007,703,"5,695.50"
797,04/02/2018,07/02/2018,1018,705,"10,544.80"
798,04/02/2018,05/02/2018,1003,702,576.55
799,05/02/2018,06/02/2018,1010,704,"2,970.12"
800,05/02/2018,08/02/2018,1027,707,"3,441.90"
801,05/02/2018,09/02/2018,1002,707,"6,486.12"
802,05/02/2018,05/02/2018,1021,707,67.00
803,06/02/2018,09/02/2018,1004,704,"1,342.10"
804,06/02/2018,06/02/2018,1014,708,"8,316.10"
805,06/02/2018,06/02/2018,1009,702,"7,493.85"
806,06/02/2018,08/02/2018,1019,707,"5,759.60"
807,07/02/2018,08/02/2018,1016,705,"8,591.79"
808,07/02/2018,08/02/2018,1004,704,544.00
809,08/02/2018,12/02/2018,1004,701,"2,762.15"
810,08/02/2018,08/02/2018,1022,705,409.97
811,08/02/2018,12/02/2018,1008,707,"1,123.26"
812,08/02/2018,08/02/2018,1005,707,"6,260.40"
813,09/02/2018,09/02/2018,1013,705,"14,345.10"
814,09/02/2018,09/02/2018,1013,706,33.00
815,09/02/2018,13/02/2018,1007,702,"11,197.55"
816,09/02/2018,12/02/2018,1011,701,0.00
817,09/02/2018,09/02/2018,1001,705,"1,530.90"
818,09/02/2018,11/02/2018,1023,704,"3,483.90"
819,09/02/2018,13/02/2018,1013,707,"9,208.30"
820,09/02/2018,10/02/2018,1019,704,401.58
821,09/02/2018,13/02/2018,1023,708,"3,688.00"
822,09/02/2018,10/02/2018,1004,701,"2,095.06"
823,10/02/2018,11/02/2018,1003,703,68.00
824,10/02/2018,11/02/2018,1006,701,"6,217.70"
825,10/02/2018,10/02/2018,1025,708,"1,979.58"
826,10/02/2018,10/02/2018,1005,707,"5,973.81"
827,11/02/2018,15/02/2018,1013,706,"1,159.90"
828,11/02/2018,11/02/2018,1014,701,"6,333.35"
829,11/02/2018,12/02/2018,1027,701,"3,607.15"
830,12/02/2018,14/02/2018,1020,703,"4,516.65"
831,12/02/2018,15/02/2018,1012,705,"5,014.00"
832,12/02/2018,16/02/2018,1012,707,175.00
833,12/02/2018,16/02/2018,1007,706,"2,801.40"
834,12/02/2018,12/02/2018,1021,704,"1,901.82"
835,12/02/2018,14/02/2018,1012,703,"7,398.19"
836,12/02/2018,15/02/2018,1007,708,"4,563.66"
837,12/02/2018,14/02/2018,1012,701,"17,096.25"
838,12/02/2018,14/02/2018,1014,706,"13,591.00"
839,13/02/2018,13/02/2018,1012,702,"7,438.00"
840,13/02/2018,13/02/2018,1001,701,995.00
841,13/02/2018,17/02/2018,1017,707,"11,499.24"
842,13/02/2018,15/02/2018,1013,707,"3,127.50"
843,13/02/2018,15/02/2018,1008,705,"2,607.00"
844,13/02/2018,15/02/2018,1014,708,"7,274.75"
845,13/02/2018,16/02/2018,1020,701,716.00
846,14/02/2018,18/02/2018,1012,704,"1,167.88"
847,14/02/2018,16/02/2018,1027,706,"14,221.00"
848,14/02/2018,17/02/2018,1014,706,"2,902.00"
849,14/02/2018,16/02/2018,1026,708,"7,123.68"
850,14/02/2018,14/02/2018,1003,701,846.75
851,14/02/2018,14/02/2018,1001,702,"1,502.40"
852,14/02/2018,17/02/2018,1002,707,"15,152.85"
853,14/02/2018,17/02/2018,1023,708,"13,971.65"
854,14/02/2018,17/02/2018,1004,706,"8,730.00"
855,15/02/2018,16/02/2018,1001,704,117.00
856,15/02/2018,15/02/2018,1026,703,"3,635.30"
857,15/02/2018,15/02/2018,1017,708,139.00
858,16/02/2018,20/02/2018,1023,701,"2,346.50"
859,17/02/2018,17/02/2018,1016,703,"2,773.24"
860,17/02/2018,20/02/2018,1003,703,585.65
861,17/02/2018,17/02/2018,1026,708,"7,129.64"
862,17/02/2018,21/02/2018,1010,702,"10,818.00"
863,17/02/2018,18/02/2018,1025,704,"5,820.00"
864,17/02/2018,17/02/2018,1008,707,"9,204.80"
865,17/02/2018,21/02/2018,1024,703,"11,540.50"
866,17/02/2018,18/02/2018,1022,706,674.15
867,17/02/2018,21/02/2018,1017,708,"3,751.21"
868,17/02/2018,19/02/2018,1021,702,"1,231.90"
869,18/02/2018,20/02/2018,1024,708,"2,732.00"
870,18/02/2018,21/02/2018,1005,704,"17,137.93"
871,18/02/2018,21/03/2018,1021,708,"6,386.96"
872,18/02/2018,22/02/2018,1017,702,"13,953.96"
873,18/02/2018,19/02/2018,1020,702,"7,168.95"
874,19/02/2018,22/02/2018,1005,702,"5,255.78"
875,19/02/2018,23/02/2018,1017,702,551.00
876,19/02/2018,19/02/2018,1005,708,911.50
877,19/02/2018,19/02/2018,1017,708,138.00
878,19/02/2018,22/02/2018,1008,706,"6,296.85"
879,19/02/2018,21/03/2018,1013,705,"15,745.14"
880,19/02/2018,23/02/2018,1006,704,"4,876.00"
881,19/02/2018,21/02/2018,1016,707,"2,784.31"
882,19/02/2018,23/02/2018,1008,707,"4,215.20"
883,20/02/2018,23/02/2018,1011,704,"7,646.00"
884,20/02/2018,23/02/2018,1027,704,"2,400.00"
885,21/02/2018,24/02/2018,1009,701,173.00
886,21/02/2018,22/02/2018,1027,708,"2,487.02"
887,21/02/2018,24/02/2018,1001,705,"1,493.60"
888,21/02/2018,24/02/2018,1007,707,"7,724.78"
889,21/02/2018,25/02/2018,1023,702,136.00
890,21/02/2018,25/02/2018,1022,705,332.00
891,21/02/2018,22/02/2018,1006,706,"9,913.50"
892,22/02/2018,23/02/2018,1010,703,156.00
893,22/02/2018,26/02/2018,1022,705,550.15
894,22/02/2018,24/02/2018,1024,704,"3,932.00"
895,22/02/2018,22/02/2018,1011,705,"16,062.35"
896,22/02/2018,25/02/2018,1025,702,"6,634.00"
897,22/02/2018,25/02/2018,1027,701,"1,808.64"
898,22/02/2018,25/02/2018,1001,708,727.50
899,22/02/2018,26/02/2018,1009,705,"5,071.70"
900,23/02/2018,25/02/2018,1020,701,"6,576.80"
901,23/02/2018,25/02/2018,1013,707,"3,177.00"
902,23/02/2018,24/02/2018,1006,702,"7,597.70"
903,23/02/2018,24/02/2018,1021,707,"5,224.46"
904,23/02/2018,28/03/2018,1009,708,"7,673.00"
905,23/02/2018,25/02/2018,1024,704,"4,369.56"
906,23/02/2018,23/02/2018,1012,707,"3,396.00"
907,24/02/2018,24/02/2018,1014,702,615.24
908,24/02/2018,25/02/2018,1025,705,"1,459.95"
909,25/02/2018,25/02/2018,1024,705,"7,947.15"
910,25/02/2018,28/02/2018,1019,702,"10,665.90"
911,25/02/2018,27/02/2018,1023,702,705.75
912,25/02/2018,01/03/2018,1025,706,"7,097.00"
913,25/02/2018,26/02/2018,1025,707,"2,540.65"
914,25/02/2018,25/02/2018,1022,707,55.00
915,25/02/2018,26/02/2018,1016,705,28.00
916,25/02/2018,25/02/2018,1025,705,"1,813.28"
917,25/02/2018,27/02/2018,1013,703,"5,808.05"
918,26/02/2018,01/03/2018,1025,703,660.00
919,26/02/2018,28/02/2018,1014,707,"7,496.37"
920,27/02/2018,02/03/2018,1008,708,36.15
921,27/02/2018,27/02/2018,1018,702,"6,582.00"
922,27/02/2018,28/02/2018,1004,706,"6,475.58"
923,27/02/2018,02/03/2018,1009,707,"1,229.30"
924,27/02/2018,02/03/2018,1002,704,"3,775.00"
925,27/02/2018,27/02/2018,1025,702,"2,907.63"
926,27/02/2018,28/02/2018,1005,701,"8,638.13"
927,28/02/2018,01/03/2018,1007,704,"1,452.61"
928,28/02/2018,03/03/2018,1017,706,"1,444.08"
929,28/02/2018,28/02/2018,1020,705,"4,700.25"
930,28/02/2018,02/03/2018,1023,701,15.00
931,28/02/2018,28/02/2018,1001,707,225.00
932,28/02/2018,28/02/2018,1012,704,"1,470.00"
933,28/02/2018,28/02/2018,1026,705,"7,032.00"
934,28/02/2018,01/03/2018,1021,705,915.04
935,28/02/2018,03/03/2018,1020,702,"5,510.00"
936,01/03/2018,02/03/2018,1025,704,"6,190.00"
937,01/03/2018,05/03/2018,1014,706,"7,500.50"
938,01/03/2018,01/03/2018,1011,705,"6,463.54"
939,01/03/2018,01/03/2018,1021,701,"1,906.50"
940,01/03/2018,05/03/2018,1007,702,"12,273.89"
941,01/03/2018,01/03/2018,1019,702,"7,395.75"
942,01/03/2018,02/03/2018,1002,706,"3,878.50"
943,01/03/2018,02/03/2018,1026,707,"2,059.50"
944,01/03/2018,04/03/2018,1020,702,"7,768.90"
